date,province,positive,dead,cured
2020-02-02,shanxi,66,0,2
2020-02-02,heilongjiang,118,2,2
2020-02-02,chongqing,300,2,7
2020-02-02,yunnan,109,0,3
2020-02-02,jiangsu,271,0,7
2020-02-02,hongkong ,15,0,0
2020-02-02,henan,566,2,14
2020-02-02,hebei,113,1,3
2020-02-02,hubei_non_wuhan,6035,85,295
2020-02-02,wuhan,5142,265,0
2020-02-01,qinghai,9,0,0
2020-02-01,shandong,225,0,5
2020-02-01,xinjiang,21,0,0
2020-02-01,anhui,340,0,5
2020-02-01,guangdong,604,0,12
2020-02-01,jilin,23,0,1
2020-02-01,jiangsu,236,0,6
2020-02-01,shanxi,56,0,1
2020-02-01,zhejiang,661,0,23
2020-02-01,beijing,183,1,9
2020-02-01,hunan,463,0,8
2020-02-01,fujian,159,0,0
2020-02-01,guangxi,111,0,2
2020-02-01,guizhou,38,0,2
2020-02-01,heilongjiang,95,2,0
2020-02-01,wuhan,4109,224,0
2020-02-01,taiwan,10,0,0
2020-02-01,macau,7,0,0
2020-02-01,tianjin,41,0,0
2020-02-01,hebei,104,1,3
2020-02-01,hongkong ,14,0,0
2020-02-01,hubei_non_wuhan,4965,70,215
2020-02-01,jiangxi,333,0,10
2020-02-01,xizang,1,0,0
2020-02-01,yunnan,99,0,2
2020-02-01,liaoning,64,0,1
2020-02-01,neimenggu,27,0,1
2020-02-01,henan,493,2,4
2020-02-01,hainan,63,1,1
2020-02-01,shanghai,177,1,10
2020-02-01,ningxia,28,0,0
2020-02-01,chongqing,262,1,3
2020-02-01,sichuan,231,1,3
2020-02-01,gansu,40,0,0
2020-02-01,shanxi,116,0,0
2020-01-31,xinjiang,18,0,0
2020-01-31,jiangsu,202,0,5
2020-01-31,shanxi,101,0,0
2020-01-31,shanghai,153,1,9
2020-01-31,wuhan,3215,192,0
2020-01-31,tianjin,32,0,0
2020-01-31,shanxi,47,0,1
2020-01-31,anhui,297,0,3
2020-01-31,sichuan,207,1,3
2020-01-31,hebei,96,1,0
2020-01-31,neimenggu,23,0,1
2020-01-31,yunnan,91,0,1
2020-01-31,liaoning,60,0,1
2020-01-31,macau,7,0,0
2020-01-31,guangdong,520,0,0
2020-01-31,xizang,1,0,0
2020-01-31,hubei_non_wuhan,3938,57,166
2020-01-31,hainan,57,1,1
2020-01-31,henan,422,2,3
2020-01-31,ningxia,26,0,0
2020-01-31,heilongjiang,80,2,0
2020-01-31,shandong,202,0,2
2020-01-31,guizhou,29,0,2
2020-01-31,jilin,17,0,1
2020-01-31,taiwan,10,0,0
2020-01-31,fujian,144,0,0
2020-01-31,guangxi,100,0,2
2020-01-31,beijing,156,1,5
2020-01-31,hunan,389,0,3
2020-01-31,zhejiang,599,0,15
2020-01-31,qinghai,9,0,0
2020-01-31,chongqing,238,1,1
2020-01-31,gansu,35,0,0
2020-01-31,hongkong ,13,0,0
2020-01-31,jiangxi,286,0,9
2020-01-30,jiangxi,240,0,7
2020-01-30,hunan,332,0,2
2020-01-30,taiwan,9,0,0
2020-01-30,zhejiang,537,0,9
2020-01-30,guizhou,15,0,1
2020-01-30,tianjin,31,0,0
2020-01-30,hongkong ,12,0,0
2020-01-30,xinjiang,17,0,0
2020-01-30,jilin,14,0,1
2020-01-30,macau,7,0,0
2020-01-30,yunnan,80,0,0
2020-01-30,jiangsu,168,0,2
2020-01-30,guangxi,87,0,2
2020-01-30,hebei,82,1,0
2020-01-30,fujian,120,0,0
2020-01-30,beijing,132,1,5
2020-01-30,hubei_non_wuhan,3167,45,116
2020-01-30,neimenggu,20,0,0
2020-01-30,shanxi,87,0,0
2020-01-30,shanxi,39,0,1
2020-01-30,chongqing,206,0,1
2020-01-30,shanghai,128,1,5
2020-01-30,gansu,29,0,0
2020-01-30,sichuan,177,1,1
2020-01-30,liaoning,45,0,1
2020-01-30,xizang,1,0,0
2020-01-30,anhui,237,0,3
2020-01-30,guangdong,393,0,9
2020-01-30,qinghai,8,0,0
2020-01-30,henan,352,2,3
2020-01-30,heilongjiang,59,2,0
2020-01-30,hainan,49,1,1
2020-01-30,shandong,178,0,2
2020-01-30,ningxia,21,0,0
2020-01-30,wuhan,2639,159,0
2020-01-29,fujian,101,0,0
2020-01-29,shanghai,101,1,5
2020-01-29,jilin,14,0,0
2020-01-29,sichuan,142,1,1
2020-01-29,henan,206,2,2
2020-01-29,hongkong ,10,0,0
2020-01-29,zhejiang,428,0,4
2020-01-29,wuhan,2261,129,0
2020-01-29,tianjin,27,0,0
2020-01-29,shanxi,35,0,1
2020-01-29,beijing,114,1,4
2020-01-29,guizhou,12,0,1
2020-01-29,gansu,26,0,0
2020-01-29,taiwan,8,0,0
2020-01-29,anhui,200,0,2
2020-01-29,hebei,65,1,0
2020-01-29,ningxia,17,0,0
2020-01-29,jiangxi,162,0,3
2020-01-29,xizang,1,0,0
2020-01-29,chongqing,165,0,1
2020-01-29,neimenggu,18,0,0
2020-01-29,shandong,145,0,1
2020-01-29,hunan,277,0,0
2020-01-29,macau,7,0,0
2020-01-29,yunnan,70,0,0
2020-01-29,xinjiang,14,0,0
2020-01-29,guangdong,311,0,6
2020-01-29,heilongjiang,43,1,0
2020-01-29,guangxi,78,0,2
2020-01-29,hubei_non_wuhan,2325,33,90
2020-01-29,hainan,46,1,1
2020-01-29,liaoning,41,0,1
2020-01-29,qinghai,6,0,0
2020-01-29,jiangsu,129,0,1
2020-01-29,shanxi,63,0,0
2020-01-28,wuhan,1905,104,0
2020-01-28,jiangxi,109,0,3
2020-01-28,hainan,43,1,0
2020-01-28,shanxi,56,0,0
2020-01-28,xizang,0,0,0
2020-01-28,macau,7,0,0
2020-01-28,shanghai,80,1,4
2020-01-28,fujian,80,0,0
2020-01-28,gansu,24,0,0
2020-01-28,jilin,9,0,0
2020-01-28,hubei_non_wuhan,1649,21,80
2020-01-28,anhui,152,0,0
2020-01-28,qinghai,6,0,0
2020-01-28,jiangsu,99,0,1
2020-01-28,ningxia,12,0,0
2020-01-28,neimenggu,16,0,0
2020-01-28,guizhou,9,0,1
2020-01-28,guangdong,241,0,5
2020-01-28,liaoning,34,0,0
2020-01-28,beijing,91,1,4
2020-01-28,heilongjiang,37,1,0
2020-01-28,hunan,221,0,0
2020-01-28,taiwan,8,0,0
2020-01-28,henan,206,2,1
2020-01-28,hongkong ,8,0,0
2020-01-28,zhejiang,296,0,3
2020-01-28,shanxi,27,0,0
2020-01-28,yunnan,51,0,0
2020-01-28,hebei,48,1,0
2020-01-28,guangxi,58,0,2
2020-01-28,chongqing,147,0,0
2020-01-28,sichuan,108,0,0
2020-01-28,xinjiang,13,0,0
2020-01-28,tianjin,24,0,0
2020-01-28,shandong,121,0,0
2020-01-27,shandong,63,0,0
2020-01-27,beijing,80,1,2
2020-01-27,qinghai,6,0,0
2020-01-27,liaoning,27,0,0
2020-01-27,hongkong ,8,0,0
2020-01-27,fujian,59,0,0
2020-01-27,anhui,106,0,0
2020-01-27,hunan,143,0,0
2020-01-27,jiangxi,72,0,0
2020-01-27,hebei,33,1,0
2020-01-27,shanxi,20,0,0
2020-01-27,sichuan,90,0,0
2020-01-27,heilongjiang,30,1,0
2020-01-27,yunnan,44,0,0
2020-01-27,xinjiang,10,0,0
2020-01-27,zhejiang,173,0,1
2020-01-27,guangxi,51,0,0
2020-01-27,gansu,19,0,0
2020-01-27,jilin,8,0,0
2020-01-27,chongqing,132,0,0
2020-01-27,hainan,40,1,0
2020-01-27,wuhan,1590,85,0
2020-01-27,macau,7,0,0
2020-01-27,tianjin,23,0,0
2020-01-27,neimenggu,13,0,0
2020-01-27,guangdong,188,0,4
2020-01-27,shanghai,66,1,3
2020-01-27,ningxia,11,0,0
2020-01-27,hubei_non_wuhan,1124,15,47
2020-01-27,taiwan,5,0,0
2020-01-27,guizhou,9,0,0
2020-01-27,shanxi,46,0,0
2020-01-27,jiangsu,70,0,1
2020-01-27,henan,168,1,0
2020-01-26,jiangxi,48,0,0
2020-01-26,liaoning,22,0,0
2020-01-26,henan,128,1,0
2020-01-26,neimenggu,11,0,0
2020-01-26,hunan,100,0,0
2020-01-26,tianjin,14,0,0
2020-01-26,shanxi,13,0,0
2020-01-26,qinghai,4,0,0
2020-01-26,zhejiang,128,0,1
2020-01-26,jilin,6,0,0
2020-01-26,guizhou,7,0,0
2020-01-26,guangxi,46,0,0
2020-01-26,shanxi,35,0,0
2020-01-26,fujian,35,0,0
2020-01-26,hainan,31,1,0
2020-01-26,shandong,63,0,0
2020-01-26,ningxia,7,0,0
2020-01-26,gansu,14,0,0
2020-01-26,guangdong,146,0,2
2020-01-26,taiwan,4,0,0
2020-01-26,hubei_non_wuhan,725,13,2
2020-01-26,jiangsu,47,0,1
2020-01-26,hebei,18,1,0
2020-01-26,shanghai,53,1,1
2020-01-26,yunnan,19,0,0
2020-01-26,xinjiang,5,0,0
2020-01-26,sichuan,69,0,0
2020-01-26,anhui,70,0,0
2020-01-26,wuhan,698,63,42
2020-01-26,beijing,68,0,0
2020-01-26,chongqing,110,0,0
2020-01-26,heilongjiang,21,1,0
2020-01-26,macau,5,0,0
2020-01-26,hongkong ,8,0,0
2020-01-25,jiangxi,36,0,0
2020-01-25,anhui,60,0,0
2020-01-25,hubei_non_wuhan,434,7,2
2020-01-25,yunnan,11,0,0
2020-01-25,shandong,39,0,0
2020-01-25,xinjiang,4,0,0
2020-01-25,taiwan,3,0,0
2020-01-25,fujian,18,0,0
2020-01-25,zhejiang,104,0,1
2020-01-25,heilongjiang,15,1,0
2020-01-25,guizhou,5,0,0
2020-01-25,hebei,13,1,0
2020-01-25,ningxia,4,0,0
2020-01-25,guangxi,33,0,0
2020-01-25,macau,2,0,0
2020-01-25,shanxi,9,0,0
2020-01-25,qinghai,1,0,0
2020-01-25,hainan,22,0,0
2020-01-25,shanxi,22,0,0
2020-01-25,guangdong,98,0,2
2020-01-25,liaoning,16,0,0
2020-01-25,henan,83,1,0
2020-01-25,shanghai,40,1,1
2020-01-25,jilin,4,0,0
2020-01-25,tianjin,10,0,0
2020-01-25,hunan,69,0,0
2020-01-25,chongqing,75,0,0
2020-01-25,jiangsu,31,0,1
2020-01-25,gansu,7,0,0
2020-01-25,sichuan,44,0,0
2020-01-25,wuhan,618,45,40
2020-01-25,neimenggu,7,0,0
2020-01-25,beijing,41,0,0
2020-01-25,hongkong ,5,0,0
2020-01-24,henan,32,0,0
2020-01-24,guizhou,4,0,0
2020-01-24,shandong,21,0,0
2020-01-24,macau,2,0,0
2020-01-24,hongkong ,5,0,0
2020-01-24,hainan,17,0,0
2020-01-24,neimenggu,2,0,0
2020-01-24,guangxi,23,0,0
2020-01-24,jiangsu,18,0,1
2020-01-24,chongqing,57,0,0
2020-01-24,shanghai,33,0,1
2020-01-24,shanxi,15,0,0
2020-01-24,hebei,8,1,0
2020-01-24,beijing,36,0,0
2020-01-24,shanxi,6,0,0
2020-01-24,guangdong,78,0,2
2020-01-24,liaoning,12,0,0
2020-01-24,hunan,43,0,0
2020-01-24,anhui,39,0,0
2020-01-24,jiangxi,18,0,0
2020-01-24,qinghai,0,0,0
2020-01-24,zhejiang,62,0,1
2020-01-24,taiwan,3,0,0
2020-01-24,gansu,4,0,0
2020-01-24,yunnan,5,0,0
2020-01-24,hubei_non_wuhan,157,1,32
2020-01-24,ningxia,3,0,0
2020-01-24,xinjiang,3,0,0
2020-01-24,tianjin,8,0,0
2020-01-24,jilin,4,0,0
2020-01-24,fujian,10,0,0
2020-01-24,heilongjiang,9,1,0
2020-01-24,wuhan,572,38,0
2020-01-24,sichuan,28,0,0
2020-01-23,jiangsu,9,0,0
2020-01-23,sichuan,15,0,0
2020-01-23,jilin,3,0,0
2020-01-23,yunnan,2,0,0
2020-01-23,wuhan,495,0,0
2020-01-23,chongqing,27,0,0
2020-01-23,neimenggu,1,0,0
2020-01-23,taiwan,1,0,0
2020-01-23,gansu,2,0,0
2020-01-23,ningxia,2,0,0
2020-01-23,hongkong ,2,0,0
2020-01-23,heilongjiang,4,1,0
2020-01-23,fujian,4,0,0
2020-01-23,shanghai,20,0,0
2020-01-23,guangxi,13,0,0
2020-01-23,zhejiang,43,0,1
2020-01-23,macau,2,0,0
2020-01-23,guangdong,53,0,2
2020-01-23,hubei_non_wuhan,54,24,31
2020-01-23,hainan,8,0,0
2020-01-23,shanxi,5,0,0
2020-01-23,jiangxi,7,0,0
2020-01-23,anhui,15,0,0
2020-01-23,beijing,22,0,0
2020-01-23,hunan,24,0,0
2020-01-23,tianjin,5,0,0
2020-01-23,xinjiang,2,0,0
2020-01-23,shanxi,1,0,0
2020-01-23,shandong,9,0,0
2020-01-23,hebei,2,1,0
2020-01-23,liaoning,4,0,0
2020-01-23,henan,9,0,0
2020-01-23,guizhou,3,0,0
2020-01-22,guangxi,2,0,0
2020-01-22,hunan,4,0,0
2020-01-22,henan,5,0,0
2020-01-22,heilongjiang,1,0,0
2020-01-22,jiangsu,1,0,0
2020-01-22,guizhou,3,0,0
2020-01-22,hebei,1,0,0
2020-01-22,anhui,1,0,0
2020-01-22,beijing,14,0,0
2020-01-22,hongkong ,1,0,0
2020-01-22,tianjin,4,0,0
2020-01-22,jilin,1,0,0
2020-01-22,shanxi,4,0,0
2020-01-22,guangdong,32,0,0
2020-01-22,hainan,5,0,0
2020-01-22,zhejiang,10,0,0
2020-01-22,fujian,1,0,0
2020-01-22,shanxi,1,0,0
2020-01-22,macau,1,0,0
2020-01-22,jiangxi,3,0,0
2020-01-22,chongqing,9,0,0
2020-01-22,shanghai,16,0,0
2020-01-22,liaoning,2,0,0
2020-01-22,shandong,6,0,0
2020-01-22,taiwan,1,0,0
2020-01-22,sichuan,5,0,0
2020-01-22,ningxia,1,0,0
2020-01-21,hainan,0,0,0
2020-01-21,sichuan,2,0,0
2020-01-21,hunan,1,0,0
2020-01-21,shandong,1,0,0
2020-01-21,tianjin,2,0,0
2020-01-21,guizhou,0,0,0
2020-01-21,ningxia,0,0,0
2020-01-21,shanghai,6,0,0
2020-01-21,jilin,0,0,0
2020-01-21,yunnan,1,0,0
2020-01-21,henan,1,0,0
2020-01-21,anhui,0,0,0
2020-01-21,chongqing,5,0,0
2020-01-21,shanxi,0,0,0
2020-01-21,beijing,10,0,0
2020-01-21,zhejiang,5,0,0
2020-01-21,guangdong,26,0,0
2020-01-21,heilongjiang,0,0,0
2020-01-21,jiangxi,2,0,0
2020-01-21,guangxi,0,0,0
2020-01-20,hainan,0,0,0
2020-01-20,beijing,5,0,0
2020-01-20,anhui,0,0,0
2020-01-20,jiangxi,0,0,0
2020-01-20,guangxi,0,0,0
2020-01-20,shandong,0,0,0
2020-01-20,zhejiang,0,0,0
2020-01-20,sichuan,0,0,0
2020-01-20,jilin,0,0,0
2020-01-20,yunnan,0,0,0
2020-01-20,shanghai,1,0,0
2020-01-20,guizhou,0,0,0
2020-01-20,ningxia,0,0,0
2020-01-20,guangdong,14,0,0
2020-01-19,guangdong,1,0,0
2020-01-19,wuhan,198,3,25
2020-01-19,hubei_non_wuhan,0,0,0
2020-01-18,hubei_non_wuhan,0,0,0
2020-01-18,wuhan,121,3,24
2020-01-17,wuhan,62,2,19
2020-01-17,hubei_non_wuhan,0,0,0
2020-01-16,wuhan,45,2,15
2020-01-16,hubei_non_wuhan,0,0,0
2020-01-15,wuhan,41,2,12
2020-01-15,hubei_non_wuhan,0,0,0
2020-01-14,wuhan,41,1,7
2020-01-14,hubei_non_wuhan,0,0,0
2020-01-13,wuhan,41,1,7
2020-01-13,hubei_non_wuhan,0,0,0
2020-01-12,hubei_non_wuhan,0,0,0
2020-01-12,wuhan,41,1,7
2020-01-11,hubei_non_wuhan,0,0,0
2020-01-11,wuhan,41,1,6
2020-01-10,hubei_non_wuhan,0,0,0
2020-01-10,wuhan,41,1,2
2020-01-09,wuhan,41,0,0
2020-01-09,hubei_non_wuhan,0,0,0
2020-01-08,wuhan,41,0,0
2020-01-08,hubei_non_wuhan,0,0,0
2020-01-07,wuhan,41,0,0
2020-01-07,hubei_non_wuhan,0,0,0
2020-01-06,hubei_non_wuhan,0,0,0
2020-01-06,wuhan,41,0,0
2020-01-05,wuhan,41,0,0
2020-01-05,hubei_non_wuhan,0,0,0
2020-01-04,hubei_non_wuhan,0,0,0
2020-01-04,wuhan,41,0,0
2020-01-03,hubei_non_wuhan,0,0,0
2020-01-03,wuhan,41,0,0
2020-01-02,wuhan,44,0,0
2020-01-02,hubei_non_wuhan,0,0,0
2020-01-01,hubei_non_wuhan,0,0,0
2020-01-01,wuhan,43,0,0
2019-12-31,wuhan,40,0,0
2019-12-31,hubei_non_wuhan,0,0,0
2019-12-30,wuhan,37,0,0
2019-12-30,hubei_non_wuhan,0,0,0
2019-12-29,wuhan,37,0,0
2019-12-29,hubei_non_wuhan,0,0,0
2019-12-28,wuhan,37,0,0
2019-12-28,hubei_non_wuhan,0,0,0
2019-12-27,wuhan,37,0,0
2019-12-27,hubei_non_wuhan,0,0,0
2019-12-26,wuhan,35,0,0
2019-12-26,hubei_non_wuhan,0,0,0
2019-12-25,wuhan,33,0,0
2019-12-25,hubei_non_wuhan,0,0,0
2019-12-24,wuhan,30,0,0
2019-12-24,hubei_non_wuhan,0,0,0
2019-12-23,wuhan,29,0,0
2019-12-23,hubei_non_wuhan,0,0,0
2019-12-22,wuhan,21,0,0
2019-12-22,hubei_non_wuhan,0,0,0
2019-12-21,wuhan,18,0,0
2019-12-21,hubei_non_wuhan,0,0,0
2019-12-20,wuhan,14,0,0
2019-12-20,hubei_non_wuhan,0,0,0
2019-12-19,wuhan,9,0,0
2019-12-19,hubei_non_wuhan,0,0,0
2019-12-18,wuhan,8,0,0
2019-12-18,hubei_non_wuhan,0,0,0
2019-12-17,wuhan,7,0,0
2019-12-17,hubei_non_wuhan,0,0,0
2019-12-16,wuhan,6,0,0
2019-12-16,hubei_non_wuhan,0,0,0
2019-12-15,wuhan,6,0,0
2019-12-15,hubei_non_wuhan,0,0,0
2019-12-14,wuhan,4,0,0
2019-12-14,hubei_non_wuhan,0,0,0
2019-12-13,wuhan,4,0,0
2019-12-13,hubei_non_wuhan,0,0,0
2019-12-12,wuhan,4,0,0
2019-12-12,hubei_non_wuhan,0,0,0
2019-12-11,wuhan,4,0,0
2019-12-11,hubei_non_wuhan,0,0,0
2019-12-10,wuhan,1,0,0
2019-12-10,hubei_non_wuhan,0,0,0
2019-12-09,wuhan,1,0,0
2019-12-09,hubei_non_wuhan,0,0,0
2019-12-08,wuhan,1,0,0
2019-12-08,hubei_non_wuhan,0,0,0
2019-12-07,wuhan,1,0,0
2019-12-07,hubei_non_wuhan,0,0,0
2019-12-06,wuhan,1,0,0
2019-12-06,hubei_non_wuhan,0,0,0
2019-12-05,wuhan,1,0,0
2019-12-05,hubei_non_wuhan,0,0,0
2019-12-04,wuhan,1,0,0
2019-12-04,hubei_non_wuhan,0,0,0
2019-12-03,wuhan,1,0,0
2019-12-03,hubei_non_wuhan,0,0,0
2019-12-02,wuhan,1,0,0
2019-12-02,hubei_non_wuhan,0,0,0
2019-12-01,hubei_non_wuhan,0,0,0
2019-12-01,wuhan,1,0,0
